// Move to data/assets_data.csv
asset_id,category,type,state,city,condition,purchase_date,last_maintenance_date,next_maintenance_due,usage_hours,assigned_officer,remarks,serial_number,caliber,ammunition_count,assigned_unit,ip_address,firmware_version,os_version,vendor,warranty_expiry,license_plate,fuel_type,assigned_station,mileage_km,battery_health,connectivity,storage_capacity
AST682051,Weapons,Remington 870,Terengganu,Chukai,Good,2016-04-13,2017-03-12,2018-02-02,3747.0,Nadia,Hardware replacement needed,YB187346,9mm,55.0,Special Branch,,,,,,,,,,,,
PDM310516,Weapons,Walther P99,Terengganu,Dungun,Good,2021-01-10,2021-03-11,2021-12-17,3055.0,Siti Nurhaliza,Minor wear and tear,CZ311404,.38 Special,121.0,Patrol Unit,,,,,,,,,,,,
PDM627897,ICT Assets,Cisco Catalyst Switch,Selangor,Petaling Jaya,Damaged,2019-01-17,2019-10-12,2020-09-30,8108.0,Zulkifli,Requires cleaning,,,,,192.168.190.204,v2.0.2,v11.3,Cisco,2023-05-18,,,,,,,
AST969056,Weapons,M4 Carbine,Kuala Lumpur,Kuala Lumpur,Needs Action,2015-11-18,2016-08-18,2017-04-20,2661.0,Zaitun,Needs calibration,RS944514,.22 LR,113.0,Cybercrime Unit,,,,,,,,,,,,
PDM657461,Devices,Fingerprint Scanner,Melaka,Jasin,Damaged,2015-10-04,2016-08-26,2017-05-11,2702.0,Zulkifli,Performance optimal,,,,,,v4.5,,,,,,,,76%,Bluetooth,1TB
AST211244,Weapons,M16A4,Sarawak,Miri,Good,2023-02-15,2023-06-07,2023-11-18,3251.0,Zaharah,Network connectivity issues,KL735805,9mm,42.0,Patrol Unit,,,,,,,,,,,,
PDM990458,Weapons,Glock 19,Negeri Sembilan,Nilai,Needs Action,2025-05-01,2025-08-11,2026-02-12,1462.0,Nadia,Requires cleaning,BO032739,.22 LR,29.0,Anti-Vice Unit,,,,,,,,,,,,
AST554934,ICT Assets,iPad Tablet,Terengganu,Kuala Terengganu,Good,2018-02-28,2019-01-09,2019-06-25,545.0,Siti Nurhaliza,Hardware replacement needed,,,,,10.0.220.197,v3.1.1,v10.0,Apple,2020-08-21,,,,,,,
EQP888608,ICT Assets,Cisco ISR Router,Kedah,Alor Setar,Good,2016-12-14,2017-09-12,2018-09-05,4508.0,Rashid,Requires cleaning,,,,,172.16.9.249,v4.6.2,v11.3,Cisco,2018-08-29,,,,,,,
PDM528745,Weapons,Taser,Sabah,Sandakan,Needs Action,2015-07-03,2016-03-26,2016-09-10,199.0,Yusof,Firmware outdated,UH111059,7.62mm,13.0,Mobile Patrol Force,,,,,,,,,,,,
AST652004,Vehicles,Proton X70,Kedah,Kulim,Needs Action,2021-11-15,2022-04-17,2023-01-03,,Farid,Requires cleaning,,,,,,,,,,KB 9247 C,Diesel,Kulim Police Station,20131.0,,,
PDM554840,ICT Assets,HP Laptop,Kuala Lumpur,Kepong,Needs Action,2024-06-15,2025-04-14,2026-01-22,8356.0,Fatimah,Hardware replacement needed,,,,,192.168.234.164,v5.6.7,v12.5,HP,2026-01-09,,,,,,,
PDM161662,ICT Assets,Canon Printer,Kelantan,Pasir Mas,Needs Action,2020-10-06,2021-02-24,2022-02-08,3271.0,Ramlah,Battery replacement needed,,,,,10.0.138.20,v3.1.4,v8.3,Canon,2024-02-10,,,,,,,
PDM870570,ICT Assets,HP Laptop,Johor,Johor Bahru,Needs Action,2015-04-11,2015-06-29,2015-12-04,2066.0,Zulkifli,Battery replacement needed,,,,,172.16.221.217,v4.4.3,v12.5,HP,2018-03-04,,,,,,,
AST370832,Weapons,Glock 19,Melaka,Melaka City,Damaged,2023-07-13,2024-01-11,2024-06-18,4721.0,Fauziah,Battery replacement needed,CQ705826,9mm,69.0,Narcotics Division,,,,,,,,,,,,
PDM582164,Weapons,Walther P99,Melaka,Ayer Keroh,Needs Action,2017-06-01,2018-03-12,2018-07-09,429.0,Abdul Rahman,Regular maintenance completed,GX817415,.357 Magnum,192.0,Cybercrime Unit,,,,,,,,,,,,
EQP639026,Weapons,Glock 19,Kedah,Alor Setar,Good,2018-01-09,2018-07-07,2019-03-03,1295.0,Ahmad Faiz,Scheduled for maintenance,ZL278529,5.56mm,92.0,Special Branch,,,,,,,,,,,,
EQP615931,ICT Assets,NAS Storage,Putrajaya,Presint 15,Needs Action,2019-01-08,2019-08-25,2019-12-07,7116.0,Noraini,Hardware replacement needed,,,,,172.16.126.151,v2.1.6,v11.1,Synology,2020-12-21,,,,,,,
PDM265488,Weapons,Glock 19,Sabah,Tawau,Good,2018-07-09,2019-05-29,2019-10-08,4330.0,Ramlah,Scheduled for maintenance,WR734726,.45 ACP,83.0,Cybercrime Unit,,,,,,,,,,,,
EQP953483,Vehicles,Transport Truck,Selangor,Subang Jaya,Good,2018-08-06,2018-10-13,2019-06-07,,Ahmad Faiz,Requires cleaning,,,,,,,,,,ML 8094 H,Electric,Subang Jaya HQ,155791.0,,,
EQP797910,Devices,Motorola APX Radio,Johor,Batu Pahat,Needs Action,2018-10-03,2019-02-01,2019-10-31,514.0,Hakim,Regular maintenance completed,,,,,,v4.7,,,,,,,,98%,4G,256GB
PDM358281,Weapons,Sig Sauer P226,Selangor,Subang Jaya,Needs Action,2021-03-14,2021-07-11,2022-02-07,1185.0,Azhar,No issues,TL460720,.38 Special,160.0,Cybercrime Unit,,,,,,,,,,,,
AST135243,Devices,Hikvision CCTV,Kelantan,Kota Bharu,Good,2021-05-15,2021-08-02,2022-04-17,2688.0,Abdul Rahman,Battery degradation,,,,,,v9.6,,,,,,,,77%,4G,128GB
PDM624456,Vehicles,Honda Civic,Melaka,Melaka City,Good,2018-12-27,2019-06-09,2019-09-09,,Zaharah,Performance optimal,,,,,,,,,,WB 7050 E,Electric,Melaka City HQ,129393.0,,,
EQP815749,ICT Assets,Cisco Catalyst Switch,Sabah,Lahad Datu,Good,2022-03-27,2022-09-05,2023-04-09,6435.0,Khadijah,Performance optimal,,,,,10.0.33.236,v5.1.9,v12.5,Cisco,2023-09-18,,,,,,,
PDM265409,Weapons,Walther P99,Kelantan,Tanah Merah,Good,2025-03-29,2025-07-26,2026-03-18,2732.0,Hakim,Storage capacity low,SL177166,7.62mm,144.0,Anti-Vice Unit,,,,,,,,,,,,
PDM374455,Devices,Axon Body 3,Penang,Bukit Mertajam,Good,2018-09-25,2019-02-10,2019-06-08,2808.0,Nurul,Regular maintenance completed,,,,,,v1.1,,,,,,,,66%,WiFi,128GB
EQP296171,Devices,Motorola APX Radio,Selangor,Shah Alam,Needs Action,2021-11-12,2022-07-10,2023-06-01,2993.0,Hamid,Requires cleaning,,,,,,v4.5,,,,,,,,82%,WiFi,128GB
EQP366340,Vehicles,Proton Wira,Selangor,Shah Alam,Needs Action,2017-09-30,2018-06-06,2019-05-01,,Ibrahim,Network connectivity issues,,,,,,,,,,PH 2068 F,Electric,Shah Alam HQ,162244.0,,,
EQP394866,Vehicles,Toyota Hilux,Pahang,Bentong,Damaged,2025-06-01,2025-08-11,2026-06-29,,Mansor,No issues,,,,,,,,,,PH 1398 D,Diesel,Bentong HQ,172939.0,,,
EQP494518,Vehicles,Honda CBX Motorcycle,Johor,Johor Bahru,Damaged,2015-09-11,2015-12-17,2016-09-08,,Hamid,Camera lens scratched,,,,,,,,,,JH 1474 B,Electric,Johor Bahru Police Station,87921.0,,,
AST659832,ICT Assets,iPad Tablet,Melaka,Jasin,Good,2021-06-08,2022-04-22,2023-02-14,4544.0,Abdul Rahman,Scheduled for maintenance,,,,,192.168.141.166,v1.4.7,v12.4,Apple,2025-07-26,,,,,,,
PDM989339,Vehicles,Proton Wira,Kedah,Alor Setar,Damaged,2017-07-18,2017-09-30,2018-02-01,,Farid,Requires software upgrade,,,,,,,,,,JH 7296 C,Diesel,Alor Setar District Office,169505.0,,,
PDM759827,Vehicles,Honda CBX Motorcycle,Putrajaya,Presint 15,Good,2024-11-12,2025-02-22,2025-12-28,,Mansor,Needs calibration,,,,,,,,,,WC 8175 E,Electric,Presint 15 District Office,116171.0,,,
AST771443,ICT Assets,Cisco Catalyst Switch,Sarawak,Bintulu,Damaged,2020-10-17,2021-05-03,2021-08-12,5660.0,Nadia,Performance optimal,,,,,172.16.167.79,v2.6.2,v11.2,Cisco,2025-09-21,,,,,,,
AST426126,Weapons,Sig Sauer P226,Johor,Johor Bahru,Good,2017-11-14,2018-03-09,2018-12-09,4436.0,Ahmad Faiz,Regular maintenance completed,GL731305,.357 Magnum,140.0,Mobile Patrol Force,,,,,,,,,,,,
EQP158888,ICT Assets,iPad Tablet,Pahang,Kuantan,Damaged,2021-09-30,2022-06-11,2023-04-08,3562.0,Zarina,Performance optimal,,,,,172.16.213.118,v3.0.3,v8.2,Apple,2026-02-17,,,,,,,
EQP174087,Weapons,M4 Carbine,Pahang,Jerantut,Good,2015-08-06,2016-01-10,2016-11-08,4523.0,Nurul,Performance optimal,TP072953,.22 LR,177.0,Mobile Patrol Force,,,,,,,,,,,,
PDM686668,Vehicles,Proton Wira,Johor,Muar,Damaged,2022-02-22,2022-10-28,2023-02-15,,Sharifah,Scheduled for maintenance,,,,,,,,,,SG 4625 F,Petrol,Muar HQ,38861.0,,,
EQP621027,Vehicles,Transport Truck,Johor,Muar,Needs Action,2015-06-26,2015-11-29,2016-10-12,,Ibrahim,Requires software upgrade,,,,,,,,,,WA 7102 F,Diesel,Muar District Office,165372.0,,,
AST231730,Devices,Dahua CCTV,Pahang,Bentong,Needs Action,2018-12-06,2019-10-15,2020-07-23,2564.0,Ahmad Faiz,Engine overheating,,,,,,v4.1,,,,,,,,63%,WiFi,512GB
PDM434532,Vehicles,Honda CBX Motorcycle,Perak,Kampar,Needs Action,2018-10-27,2019-02-11,2019-08-07,,Hamid,Engine overheating,,,,,,,,,,ML 1199 A,Petrol,Kampar HQ,55588.0,,,
AST615595,Weapons,Revolver .38 Special,Kuala Lumpur,Cheras,Damaged,2023-10-04,2023-12-04,2024-04-23,508.0,Fauziah,Camera lens scratched,IT625691,.22 LR,190.0,Mobile Patrol Force,,,,,,,,,,,,
EQP913183,Weapons,Sig Sauer P226,Terengganu,Kemaman,Needs Action,2024-03-31,2024-10-18,2025-06-12,3819.0,Hakim,Storage capacity low,NQ689511,.45 ACP,73.0,Patrol Unit,,,,,,,,,,,,
EQP191451,Vehicles,Honda Civic,Johor,Batu Pahat,Damaged,2023-02-28,2023-09-26,2024-07-08,,Mansor,Hardware replacement needed,,,,,,,,,,WC 3694 A,Electric,Batu Pahat HQ,111080.0,,,
PDM595034,Vehicles,Proton X70,Kuala Lumpur,Bangsar,Needs Action,2023-08-05,2023-11-23,2024-05-15,,Aisyah,Hardware replacement needed,,,,,,,,,,WC 4008 F,Electric,Bangsar District Office,6792.0,,,
AST878483,ICT Assets,HP Laptop,Penang,George Town,Good,2020-11-12,2021-07-01,2022-03-30,8624.0,Mariam,Storage capacity low,,,,,172.16.19.49,v1.1.9,v10.4,HP,2021-11-24,,,,,,,
AST135038,Weapons,Sig Sauer P226,Terengganu,Dungun,Damaged,2015-05-04,2016-03-18,2016-08-16,4739.0,Baharuddin,Network connectivity issues,ZH254554,5.56mm,132.0,Mobile Patrol Force,,,,,,,,,,,,
EQP334079,Vehicles,Proton Wira,Kelantan,Tanah Merah,Needs Action,2015-09-11,2016-06-19,2017-06-05,,Suraya,Battery replacement needed,,,,,,,,,,KD 5051 A,Hybrid,Tanah Merah Police Station,95208.0,,,
PDM552057,Weapons,MP5,Kedah,Sungai Petani,Needs Action,2017-06-11,2017-11-28,2018-03-28,2132.0,Rohani,Battery degradation,FF710952,5.56mm,148.0,Patrol Unit,,,,,,,,,,,,
AST240628,Vehicles,Yamaha R25 Motorcycle,Negeri Sembilan,Seremban,Damaged,2018-06-12,2018-07-20,2019-03-26,,Ibrahim,Requires cleaning,,,,,,,,,,PH 6888 H,Hybrid,Seremban District Office,64072.0,,,
EQP678828,Vehicles,Proton X70,Penang,Butterworth,Needs Action,2024-04-12,2024-10-26,2025-09-05,,Farid,Requires software upgrade,,,,,,,,,,KD 7513 C,Electric,Butterworth Police Station,149810.0,,,
AST844420,Devices,Axon Body 3,Perak,Taiping,Good,2019-01-06,2019-03-27,2019-08-05,138.0,Baharuddin,No issues,,,,,,v9.4,,,,,,,,95%,5G,32GB
PDM654351,ICT Assets,iPad Tablet,Putrajaya,Putrajaya,Good,2021-06-27,2021-09-28,2022-08-03,8103.0,Normah,Requires cleaning,,,,,10.0.193.29,v3.5.7,v11.5,Apple,2024-07-05,,,,,,,
PDM757652,Vehicles,Logistics Lorry,Terengganu,Kuala Terengganu,Good,2015-03-19,2015-08-13,2016-03-02,,Aisyah,Regular maintenance completed,,,,,,,,,,PH 3446 J,Electric,Kuala Terengganu HQ,73411.0,,,
AST287657,Devices,Motorola APX Radio,Negeri Sembilan,Seremban,Needs Action,2019-03-31,2019-07-21,2019-12-16,1797.0,Baharuddin,No issues,,,,,,v9.8,,,,,,,,98%,USB,1TB
AST958178,ICT Assets,Cisco ISR Router,Kedah,Langkawi,Good,2016-07-05,2016-09-30,2017-05-20,7415.0,Normah,Battery degradation,,,,,172.16.56.74,v1.3.3,v11.5,Cisco,2021-02-27,,,,,,,
PDM754344,Devices,Dahua CCTV,Kedah,Langkawi,Good,2017-01-25,2017-11-02,2018-03-27,972.0,Halimah,Battery degradation,,,,,,v6.7,,,,,,,,65%,Bluetooth,16GB
EQP319350,ICT Assets,Cisco Catalyst Switch,Johor,Muar,Good,2019-09-04,2020-02-22,2020-10-10,2481.0,Haslinda,Storage capacity low,,,,,192.168.78.73,v1.1.6,v11.5,Cisco,2024-04-13,,,,,,,
PDM311209,Weapons,Revolver .38 Special,Sarawak,Bintulu,Good,2019-08-10,2019-11-04,2020-05-27,2041.0,Zulkifli,Requires cleaning,DQ090341,9mm,168.0,Narcotics Division,,,,,,,,,,,,
PDM810516,Vehicles,Toyota Hilux,Sarawak,Sibu,Good,2021-10-24,2022-06-25,2023-04-19,,Farid,Needs calibration,,,,,,,,,,ML 5583 F,Hybrid,Sibu District Office,88181.0,,,
AST793256,Devices,Fingerprint Scanner,Selangor,Shah Alam,Damaged,2018-06-09,2019-03-06,2019-09-19,1696.0,Rosnah,Requires cleaning,,,,,,v2.3,,,,,,,,63%,WiFi,256GB
PDM937929,ICT Assets,Palo Alto Firewall,Selangor,Petaling Jaya,Good,2021-10-20,2021-11-24,2022-03-13,4303.0,Ismail,Performance optimal,,,,,172.16.162.13,v4.8.3,v10.0,Palo Alto,2024-02-13,,,,,,,
AST706230,Vehicles,Honda CBX Motorcycle,Penang,George Town,Good,2018-04-09,2019-03-23,2019-07-03,,Ibrahim,Regular maintenance completed,,,,,,,,,,ML 5399 A,Hybrid,George Town HQ,145643.0,,,
AST156741,Weapons,Baton,Putrajaya,Presint 1,Damaged,2021-12-23,2022-10-09,2023-04-02,1085.0,Fatimah,Battery degradation,TK683806,.357 Magnum,89.0,Cybercrime Unit,,,,,,,,,,,,
PDM161710,Weapons,Revolver .38 Special,Pahang,Temerloh,Damaged,2021-11-21,2022-03-19,2022-08-15,1700.0,Azhar,Requires software upgrade,HV604093,.357 Magnum,153.0,Patrol Unit,,,,,,,,,,,,
AST105150,Weapons,Revolver .38 Special,Kelantan,Tanah Merah,Needs Action,2021-09-18,2022-04-29,2023-02-20,1206.0,Farid,Requires cleaning,JB284101,9mm,49.0,Anti-Vice Unit,,,,,,,,,,,,
AST667868,ICT Assets,Canon Printer,Johor,Johor Bahru,Needs Action,2023-08-23,2024-03-10,2024-12-12,3036.0,Hafiz,Minor wear and tear,,,,,172.16.195.71,v3.2.7,v10.2,Canon,2028-06-12,,,,,,,
EQP956863,ICT Assets,Canon Printer,Penang,George Town,Good,2015-03-24,2015-12-28,2016-08-04,2232.0,Fatimah,Battery replacement needed,,,,,10.0.96.159,v4.3.8,v8.3,Canon,2018-06-17,,,,,,,
PDM411775,Weapons,Revolver .38 Special,Putrajaya,Putrajaya,Needs Action,2016-02-27,2016-07-06,2016-12-02,4927.0,Khadijah,No issues,FO459460,.22 LR,45.0,Cybercrime Unit,,,,,,,,,,,,
AST500039,Vehicles,Honda Civic,Melaka,Melaka City,Good,2016-07-20,2017-03-28,2017-08-18,,Farid,Engine overheating,,,,,,,,,,ML 6096 G,Petrol,Melaka City Police Station,119392.0,,,
EQP582743,Devices,Motorola VB400,Selangor,Klang,Needs Action,2015-03-01,2016-01-08,2016-08-29,647.0,Hafiz,Network connectivity issues,,,,,,v5.7,,,,,,,,73%,USB,1TB
AST768006,Vehicles,Proton Wira,Penang,Butterworth,Damaged,2019-10-21,2020-10-11,2021-06-17,,Omar,Software update pending,,,,,,,,,,PH 6334 K,Electric,Butterworth District Office,11744.0,,,
EQP531748,ICT Assets,HP Aruba Switch,Perak,Sitiawan,Damaged,2019-03-11,2020-01-10,2020-10-22,5665.0,Sarah,Requires software upgrade,,,,,172.16.158.72,v5.3.6,v11.1,HP,2023-03-30,,,,,,,
AST249466,Vehicles,Transport Truck,Johor,Muar,Good,2021-11-24,2022-01-28,2022-12-15,,Rashid,Minor wear and tear,,,,,,,,,,PN 8220 F,Hybrid,Muar HQ,179014.0,,,
PDM331114,Vehicles,Toyota Hilux,Sarawak,Miri,Needs Action,2024-11-26,2025-08-07,2026-01-16,,Zaharah,Software update pending,,,,,,,,,,ML 7006 A,Electric,Miri Police Station,21204.0,,,
EQP143437,ICT Assets,HP Laptop,Kedah,Langkawi,Good,2015-03-29,2015-12-30,2016-07-28,7288.0,Aminah,Engine overheating,,,,,10.0.251.195,v4.4.6,v8.1,HP,2017-05-31,,,,,,,
PDM523654,ICT Assets,HP Laptop,Melaka,Melaka City,Damaged,2020-09-25,2021-04-11,2022-03-31,1368.0,Rosnah,Requires software upgrade,,,,,10.0.219.252,v4.4.8,v9.5,HP,2022-10-10,,,,,,,
AST772117,Devices,Motorola APX Radio,Penang,Butterworth,Good,2020-04-08,2020-06-19,2021-02-24,2752.0,Halimah,Regular maintenance completed,,,,,,v6.8,,,,,,,,97%,WiFi,256GB
EQP710682,Weapons,M16A4,Pahang,Temerloh,Damaged,2020-07-26,2021-06-21,2022-02-11,2534.0,Nurul,Regular maintenance completed,MX683194,5.56mm,43.0,Anti-Vice Unit,,,,,,,,,,,,
PDM852236,Weapons,Revolver .38 Special,Negeri Sembilan,Port Dickson,Damaged,2022-07-16,2023-05-01,2024-04-09,4860.0,Nurul,Performance optimal,TQ442985,.45 ACP,162.0,Special Branch,,,,,,,,,,,,
PDM539807,Vehicles,Proton X70,Johor,Johor Bahru,Needs Action,2022-03-10,2022-11-30,2023-11-19,,Zarina,Performance optimal,,,,,,,,,,TR 4225 D,Electric,Johor Bahru Police Station,161124.0,,,
EQP864560,Weapons,Baton,Terengganu,Chukai,Needs Action,2017-11-19,2018-01-15,2018-11-20,1868.0,Zulkifli,Firmware outdated,OT814265,9mm,170.0,Criminal Investigation,,,,,,,,,,,,
AST364853,Weapons,Glock 19,Johor,Skudai,Good,2025-08-18,2025-08-21,2026-01-11,3384.0,Zaharah,No issues,AV865854,.357 Magnum,192.0,Narcotics Division,,,,,,,,,,,,
EQP492271,ICT Assets,HP Laptop,Putrajaya,Presint 1,Damaged,2019-08-21,2019-12-23,2020-08-16,4062.0,Hamid,Firmware outdated,,,,,192.168.114.131,v1.0.1,v8.1,HP,2020-11-23,,,,,,,
EQP365024,Vehicles,Transport Truck,Penang,George Town,Damaged,2017-12-14,2018-01-15,2018-11-28,,Ahmad Faiz,Minor wear and tear,,,,,,,,,,NS 5709 C,Diesel,George Town District Office,127190.0,,,
EQP643674,Weapons,Benelli M4,Sarawak,Sibu,Good,2016-03-17,2016-10-11,2017-04-11,916.0,Rosnah,Minor wear and tear,PZ999534,9mm,171.0,Criminal Investigation,,,,,,,,,,,,
PDM950951,Weapons,Glock 19,Kedah,Sungai Petani,Good,2021-08-23,2022-06-29,2023-06-07,2809.0,Zarina,Battery degradation,JS069238,.357 Magnum,33.0,Patrol Unit,,,,,,,,,,,,
EQP471371,Weapons,Remington 870,Terengganu,Kemaman,Good,2015-03-31,2015-09-15,2016-01-13,283.0,Normah,Needs calibration,FX054445,7.62mm,97.0,Narcotics Division,,,,,,,,,,,,
AST765107,Weapons,Sig Sauer P226,Penang,Butterworth,Needs Action,2016-09-29,2017-06-12,2017-12-03,3040.0,Syafiq,Needs calibration,NX342637,.22 LR,38.0,Narcotics Division,,,,,,,,,,,,
AST558843,Weapons,Sig Sauer P226,Kuala Lumpur,Kuala Lumpur,Needs Action,2020-03-20,2020-12-14,2021-08-01,1861.0,Ismail,Hardware replacement needed,YO603719,.45 ACP,51.0,Patrol Unit,,,,,,,,,,,,
AST990293,Weapons,Revolver .38 Special,Perak,Ipoh,Needs Action,2022-04-16,2022-09-19,2023-03-09,4863.0,Ibrahim,Software update pending,IF940162,9mm,57.0,Mobile Patrol Force,,,,,,,,,,,,
EQP851632,Weapons,M4 Carbine,Johor,Batu Pahat,Needs Action,2024-09-24,2025-06-03,2026-03-17,2197.0,Yusof,Needs calibration,GM577457,9mm,120.0,Anti-Vice Unit,,,,,,,,,,,,
EQP631611,Weapons,Baton,Johor,Muar,Needs Action,2021-07-01,2022-03-11,2022-06-14,924.0,Razak,Battery degradation,TH604011,.357 Magnum,33.0,Narcotics Division,,,,,,,,,,,,
PDM151444,ICT Assets,iPad Tablet,Putrajaya,Putrajaya,Good,2015-09-23,2016-08-15,2017-05-10,2756.0,Nadia,Scheduled for maintenance,,,,,192.168.206.64,v2.7.0,v9.0,Apple,2020-03-19,,,,,,,
AST548168,Vehicles,Transport Truck,Melaka,Melaka City,Damaged,2015-08-11,2016-01-26,2016-12-03,,Fauziah,Performance optimal,,,,,,,,,,NS 8144 E,Petrol,Melaka City Police Station,23517.0,,,
EQP212474,ICT Assets,iPad Tablet,Kuala Lumpur,Kepong,Needs Action,2019-10-23,2020-01-16,2020-11-05,3603.0,Rashid,Camera lens scratched,,,,,10.0.162.66,v3.6.3,v8.2,Apple,2023-06-26,,,,,,,
AST685131,Vehicles,Honda CBX Motorcycle,Sabah,Kota Kinabalu,Good,2015-12-04,2016-02-28,2016-11-02,,Rohani,No issues,,,,,,,,,,WA 5659 E,Diesel,Kota Kinabalu District Office,179409.0,,,
PDM446584,Weapons,Glock 19,Pahang,Kuantan,Damaged,2018-05-21,2019-03-24,2019-10-11,2616.0,Zulkifli,Requires software upgrade,UU143857,5.56mm,94.0,Criminal Investigation,,,,,,,,,,,,
PDM310124,ICT Assets,HP Laptop,Kelantan,Pasir Mas,Good,2023-09-01,2023-11-06,2024-03-13,557.0,Halimah,Needs calibration,,,,,172.16.199.82,v2.6.2,v11.5,HP,2026-09-20,,,,,,,
EQP613917,ICT Assets,Fortinet Firewall,Putrajaya,Putrajaya,Needs Action,2020-04-09,2020-12-03,2021-06-30,7623.0,Halimah,Camera lens scratched,,,,,172.16.32.71,v1.1.9,v11.4,Fortinet,2023-02-21,,,,,,,
PDM964181,Vehicles,Honda CBX Motorcycle,Negeri Sembilan,Seremban,Needs Action,2023-03-28,2023-07-14,2024-01-25,,Yusof,Scheduled for maintenance,,,,,,,,,,TR 2707 A,Petrol,Seremban Police Station,190158.0,,,
AST866155,Weapons,Baton,Melaka,Alor Gajah,Damaged,2025-10-08,2025-08-07,2026-04-24,164.0,Nurul,Network connectivity issues,VQ507255,5.56mm,115.0,Traffic Police,,,,,,,,,,,,
EQP413143,Weapons,M4 Carbine,Kelantan,Pasir Mas,Needs Action,2019-04-14,2020-03-31,2020-07-25,2103.0,Nadia,No issues,KX290754,.38 Special,166.0,Traffic Police,,,,,,,,,,,,
AST407410,Devices,Dahua CCTV,Penang,Bukit Mertajam,Damaged,2015-05-11,2016-05-06,2017-02-12,2914.0,Razak,Software update pending,,,,,,v8.3,,,,,,,,73%,WiFi,256GB
AST934635,ICT Assets,Windows Server 2019,Melaka,Melaka City,Needs Action,2021-01-26,2021-08-23,2021-12-28,4295.0,Zaharah,Battery degradation,,,,,192.168.221.156,v3.8.5,v9.4,Microsoft,2022-10-14,,,,,,,
EQP919292,Weapons,Glock 19,Putrajaya,Presint 15,Good,2020-07-23,2021-03-23,2021-10-07,695.0,Zaharah,Camera lens scratched,RN828605,.357 Magnum,145.0,Mobile Patrol Force,,,,,,,,,,,,
PDM425333,ICT Assets,HP Laptop,Kedah,Sungai Petani,Needs Action,2020-06-24,2021-02-19,2021-10-07,8090.0,Razak,Battery degradation,,,,,192.168.88.198,v4.8.0,v11.3,HP,2022-07-22,,,,,,,
EQP247387,ICT Assets,Malware Threat Management,Sarawak,Kuching,Needs Action,2019-04-02,2019-06-11,2020-04-06,6898.0,Nadia,Network connectivity issues,,,,,192.168.157.174,v3.4.8,v8.2,Symantec,2022-08-08,,,,,,,
PDM738661,Weapons,Baton,Kelantan,Machang,Needs Action,2020-03-12,2020-08-12,2021-06-28,3115.0,Hakim,No issues,RQ960280,.22 LR,11.0,Mobile Patrol Force,,,,,,,,,,,,
EQP589842,ICT Assets,Palo Alto Firewall,Selangor,Klang,Needs Action,2023-08-21,2023-12-31,2024-12-25,668.0,Rashid,Engine overheating,,,,,192.168.155.94,v5.1.5,v10.2,Palo Alto,2028-01-24,,,,,,,
PDM538531,Weapons,Sig Sauer P226,Penang,Butterworth,Damaged,2023-11-27,2024-11-16,2025-07-22,3809.0,Syafiq,Performance optimal,NB836901,9mm,194.0,Special Branch,,,,,,,,,,,,
AST201762,ICT Assets,Windows Server 2019,Terengganu,Kemaman,Good,2025-10-07,2025-08-03,2026-06-01,3877.0,Sarah,Regular inspection due,,,,,192.168.91.223,v2.7.9,v11.1,Microsoft,2028-08-26,,,,,,,
AST136937,Weapons,Sig Sauer P226,Selangor,Klang,Needs Action,2024-03-05,2024-06-03,2025-02-07,3259.0,Rohani,Minor wear and tear,ML968556,.22 LR,136.0,Mobile Patrol Force,,,,,,,,,,,,
EQP650237,Weapons,Revolver .38 Special,Sabah,Sandakan,Good,2022-03-12,2023-03-02,2023-08-23,707.0,Suraya,Requires cleaning,ES567057,7.62mm,49.0,Anti-Vice Unit,,,,,,,,,,,,
EQP169125,ICT Assets,VMware ESXi,Penang,Bukit Mertajam,Damaged,2021-08-21,2022-06-27,2023-02-11,4367.0,Haslinda,Requires cleaning,,,,,10.0.183.76,v1.5.3,v9.4,VMware,2025-03-31,,,,,,,
PDM621512,Vehicles,Proton X70,Penang,Bukit Mertajam,Damaged,2015-06-06,2015-10-24,2016-05-07,,Baharuddin,Regular inspection due,,,,,,,,,,PH 3764 D,Electric,Bukit Mertajam HQ,95494.0,,,
PDM418392,Vehicles,Toyota Hilux,Terengganu,Kuala Terengganu,Needs Action,2018-08-01,2019-05-22,2020-04-30,,Noraini,No issues,,,,,,,,,,SG 8814 B,Petrol,Kuala Terengganu HQ,170040.0,,,
AST375876,Vehicles,Proton Wira,Selangor,Klang,Damaged,2017-10-15,2018-08-22,2019-06-22,,Sharifah,Requires software upgrade,,,,,,,,,,KB 1336 B,Petrol,Klang District Office,189729.0,,,
AST408347,Weapons,M4 Carbine,Kuala Lumpur,Kepong,Damaged,2025-12-08,2025-07-24,2026-05-01,355.0,Abdul Rahman,No issues,BY906857,5.56mm,200.0,Narcotics Division,,,,,,,,,,,,
EQP158117,ICT Assets,Canon Printer,Negeri Sembilan,Seremban,Needs Action,2024-10-21,2025-07-30,2025-11-04,5419.0,Ahmad Faiz,Performance optimal,,,,,10.0.177.7,v4.9.3,v12.2,Canon,2026-03-30,,,,,,,
PDM279041,Weapons,Glock 19,Kuala Lumpur,Kepong,Needs Action,2021-03-09,2021-08-24,2022-01-11,3291.0,Nadia,No issues,UR758452,7.62mm,131.0,Special Branch,,,,,,,,,,,,
